City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
261,Dunedin,-45.8742,170.5036,57.56,94,100,3.18,NZ,2022-01-30 03:12:39,overcast clouds
262,Macamic,48.7502,-78.9996,-10.25,100,84,2.89,CA,2022-01-30 03:12:39,broken clouds
263,Amapa,1.0,-52.0,70.29,99,99,1.97,BR,2022-01-30 03:12:40,overcast clouds
264,Donegal,54.65,-8.1167,40.6,80,90,3.76,IE,2022-01-30 03:12:40,overcast clouds
265,Kondagaon,19.6,81.6667,62.08,29,5,2.17,IN,2022-01-30 03:12:41,clear sky
266,Virginia Beach,36.8529,-75.978,26.65,48,0,5.01,US,2022-01-30 03:10:19,clear sky
267,Mackay,-21.15,149.2,89.69,71,34,13.78,AU,2022-01-30 03:12:42,scattered clouds
268,Cabrobo,-8.5142,-39.31,72.05,83,100,1.21,BR,2022-01-30 03:12:42,overcast clouds
269,Pevek,69.7008,170.3133,-15.45,98,100,4.34,RU,2022-01-30 03:13:43,overcast clouds
270,Mareeba,-17.0,145.4333,87.31,58,100,2.66,AU,2022-01-30 03:13:43,overcast clouds
271,Birao,10.2849,22.7882,62.37,17,46,9.17,CF,2022-01-30 03:12:00,scattered clouds
272,Talas,38.6908,35.5538,3.87,85,75,0.0,TR,2022-01-30 03:13:44,broken clouds
273,Nayoro,44.3506,142.4578,17.24,70,99,10.96,JP,2022-01-30 03:13:44,light snow
274,Mahajanga,-15.7167,46.3167,77.02,94,40,4.61,MG,2022-01-30 03:13:46,scattered clouds
275,Dolores,-36.3132,-57.6792,63.23,87,52,8.16,AR,2022-01-30 03:10:07,broken clouds
276,Olinda,-8.0089,-34.8553,78.53,83,75,2.3,BR,2022-01-30 03:13:47,broken clouds
277,Tokur,53.1333,132.9,-7.33,89,98,2.08,RU,2022-01-30 03:13:47,overcast clouds
278,Kudahuvadhoo,2.6708,72.8944,81.19,74,99,10.07,MV,2022-01-30 03:13:48,overcast clouds
279,Pedernales,18.0384,-71.744,75.92,78,4,2.21,DO,2022-01-30 03:13:48,clear sky
280,Yulara,-25.2406,130.9889,85.84,58,40,17.27,AU,2022-01-30 03:13:49,scattered clouds
281,Maragogi,-9.0122,-35.2225,75.43,84,93,4.32,BR,2022-01-30 03:13:31,overcast clouds
282,Samarai,-10.6167,150.6667,82.49,69,100,5.93,PG,2022-01-30 03:13:50,overcast clouds
283,Makokou,0.5738,12.8642,70.14,91,100,2.57,GA,2022-01-30 03:13:50,overcast clouds
284,Yarim,14.298,44.3779,47.46,57,38,1.45,YE,2022-01-30 03:13:51,scattered clouds
285,Naruja,41.9069,41.9542,35.92,81,100,3.65,GE,2022-01-30 03:13:51,overcast clouds
286,Aksarka,66.5606,67.7975,-18.29,100,98,6.4,RU,2022-01-30 03:13:52,overcast clouds
287,Alta Floresta,-9.8756,-56.0861,69.24,99,100,2.86,BR,2022-01-30 03:13:52,heavy intensity rain
288,Tucuman,-26.8241,-65.2226,73.4,78,75,5.75,AR,2022-01-30 03:13:53,broken clouds
289,Lasa,46.6166,10.7002,43.54,90,10,9.22,IT,2022-01-30 03:12:25,clear sky
290,Otse,-25.0167,25.7333,63.54,87,100,6.55,BW,2022-01-30 03:13:53,overcast clouds
291,Saldanha,-33.0117,17.9442,64.06,84,0,12.06,ZA,2022-01-30 03:10:36,clear sky
292,Malartic,48.1335,-78.1328,-12.98,100,31,1.3,CA,2022-01-30 03:13:54,scattered clouds
293,Kisaran,2.9845,99.6158,83.57,71,81,4.88,ID,2022-01-30 03:13:55,broken clouds
294,Bwanga,-3.0308,31.7601,64.71,86,100,3.8,TZ,2022-01-30 03:13:55,overcast clouds
295,Rawson,-43.3002,-65.1023,79.38,29,24,12.84,AR,2022-01-30 03:13:56,few clouds
296,Prince Rupert,54.3161,-130.3201,38.48,95,100,3.42,CA,2022-01-30 03:13:21,light rain
297,Souillac,-20.5167,57.5167,82.36,71,100,13.13,MU,2022-01-30 03:13:57,overcast clouds
298,Mangrol,21.1167,70.1167,65.34,36,0,8.59,IN,2022-01-30 03:13:58,clear sky
299,Port Lincoln,-34.7333,135.8667,73.11,67,6,11.83,AU,2022-01-30 03:10:19,clear sky
300,Lebu,-37.6167,-73.65,57.13,90,4,8.63,CL,2022-01-30 03:13:00,clear sky
301,Cozumel,20.5083,-86.9458,69.94,66,20,10.0,MX,2022-01-30 03:14:00,few clouds
302,Hirado,33.3597,129.5531,50.4,52,96,11.5,JP,2022-01-30 03:14:00,overcast clouds
303,Gunnedah,-30.9833,150.25,89.22,37,14,4.25,AU,2022-01-30 03:14:01,few clouds
304,Banepa,27.6298,85.5214,41.32,87,20,2.3,NP,2022-01-30 03:14:02,mist
305,Taoudenni,22.6783,-3.9836,69.98,14,99,5.7,ML,2022-01-30 03:14:03,overcast clouds
306,Chumikan,54.7183,135.315,3.36,81,100,20.2,RU,2022-01-30 03:14:03,overcast clouds
307,Norman Wells,65.282,-126.8329,-22.38,98,100,2.53,CA,2022-01-30 03:13:02,overcast clouds
308,Buraydah,26.326,43.975,47.43,41,0,12.88,SA,2022-01-30 03:14:04,clear sky
309,Olafsvik,64.8945,-23.7142,38.25,63,100,23.6,IS,2022-01-30 03:14:05,light rain
310,Jalu,29.0331,21.5482,52.27,64,82,11.92,LY,2022-01-30 03:14:05,broken clouds
311,Leszno,51.8403,16.5749,44.02,72,100,5.99,PL,2022-01-30 03:14:05,overcast clouds
312,Murphy,33.0151,-96.6131,58.21,33,0,1.01,US,2022-01-30 03:14:06,clear sky
313,Saint-Joseph,-21.3667,55.6167,77.38,80,50,9.66,RE,2022-01-30 03:14:06,scattered clouds
314,Wonthaggi,-38.6044,145.5913,69.26,82,100,13.0,AU,2022-01-30 03:14:07,overcast clouds
315,Ilam,26.9167,87.9167,51.12,68,20,3.27,NP,2022-01-30 03:14:07,few clouds
316,Vila Praia De Ancora,41.811,-8.8526,51.12,53,4,6.33,PT,2022-01-30 03:15:07,clear sky
317,Yerofey Pavlovich,53.9667,121.9667,5.72,62,12,3.6,RU,2022-01-30 03:15:08,few clouds
318,Ahipara,-35.1667,173.1667,76.17,51,67,3.94,NZ,2022-01-30 03:15:08,broken clouds
319,Goderich,43.7501,-81.7165,14.92,73,100,9.22,CA,2022-01-30 03:15:09,overcast clouds
320,Skelleftea,64.7507,20.9528,19.0,67,100,3.0,SE,2022-01-30 03:15:10,overcast clouds
321,Sunyani,7.3399,-2.3268,68.67,37,28,1.45,GH,2022-01-30 03:15:10,scattered clouds
322,Martaban,16.5314,97.6111,75.96,52,15,6.96,MM,2022-01-30 03:15:11,few clouds
323,Carnarvon,-24.8667,113.6333,84.27,70,63,13.8,AU,2022-01-30 03:15:11,broken clouds
324,Belmonte,-15.8631,-38.8828,77.5,84,87,10.56,BR,2022-01-30 03:14:55,overcast clouds
325,Mnogovershinnyy,53.9353,139.9242,1.67,90,100,5.44,RU,2022-01-30 03:15:12,overcast clouds
326,Troitsko-Pechorsk,62.7084,56.1964,10.65,98,100,3.44,RU,2022-01-30 03:15:13,overcast clouds
327,Trinidad,-14.8333,-64.9,73.76,96,89,1.21,BO,2022-01-30 03:14:04,overcast clouds
328,Canazas,8.3167,-81.2167,69.44,89,35,5.26,PA,2022-01-30 03:15:13,scattered clouds
329,Lannion,48.75,-3.4167,48.45,100,75,3.44,FR,2022-01-30 03:15:14,fog
330,Lompoc,34.6391,-120.4579,56.59,76,0,0.0,US,2022-01-30 03:13:44,mist
331,Cartagena Del Chaira,1.3349,-74.8429,75.85,62,71,2.86,CO,2022-01-30 03:13:15,broken clouds
332,Sao Joao Da Barra,-21.6403,-41.0511,74.5,94,100,7.67,BR,2022-01-30 03:15:14,overcast clouds
333,Plettenberg Bay,-34.0527,23.3716,63.84,87,4,2.17,ZA,2022-01-30 03:15:15,clear sky
334,Warka,51.7843,21.1909,40.91,81,55,29.77,PL,2022-01-30 03:15:15,light rain
335,Marzuq,14.4,46.4667,58.12,75,11,3.71,YE,2022-01-30 03:15:16,few clouds
336,Mariinsk,56.2139,87.7472,-5.1,100,91,3.38,RU,2022-01-30 03:15:16,overcast clouds
337,Okha,53.5739,142.9478,-1.07,87,90,8.63,RU,2022-01-30 03:15:17,overcast clouds
338,Sayyan,15.1718,44.3244,47.84,46,5,0.85,YE,2022-01-30 03:15:17,clear sky
339,Hervey Bay,-25.2986,152.8535,86.11,73,26,14.18,AU,2022-01-30 03:15:18,scattered clouds
340,Polovinnoye,54.7914,65.9864,3.31,94,100,5.82,RU,2022-01-30 03:15:19,overcast clouds
341,Itarema,-2.9248,-39.9167,76.41,82,100,8.81,BR,2022-01-30 03:15:20,light rain
342,Darnah,32.767,22.6367,52.25,86,100,40.78,LY,2022-01-30 03:15:20,overcast clouds
343,Asosa,10.0667,34.5333,61.14,35,23,4.79,ET,2022-01-30 03:15:21,few clouds
344,Vilhena,-12.7406,-60.1458,68.58,99,100,2.53,BR,2022-01-30 03:15:22,light rain
345,Gobabis,-22.45,18.9667,67.24,80,25,11.3,NA,2022-01-30 03:15:22,light rain
346,Freeport,40.6576,-73.5832,17.56,60,0,8.99,US,2022-01-30 03:10:57,clear sky
347,Pacasmayo,-7.4006,-79.5714,71.73,76,100,12.5,PE,2022-01-30 03:15:23,overcast clouds
348,Los Llanos De Aridane,28.6585,-17.9182,58.75,77,100,8.99,ES,2022-01-30 03:15:23,overcast clouds
349,Leh,34.1667,77.5833,-2.16,94,100,2.66,IN,2022-01-30 03:15:24,overcast clouds
350,Gambela,8.25,34.5833,75.99,38,72,0.92,ET,2022-01-30 03:15:24,broken clouds
351,Gurupa,-1.405,-51.64,71.94,99,100,2.26,BR,2022-01-30 03:15:25,overcast clouds
352,Linxia,35.6003,103.2064,16.12,87,94,2.39,CN,2022-01-30 03:15:25,overcast clouds
353,Ray,23.6833,85.05,56.17,38,0,5.64,IN,2022-01-30 03:15:26,clear sky
354,Ndele,8.4109,20.6473,65.34,21,98,5.48,CF,2022-01-30 03:15:26,overcast clouds
355,Havelock,34.8791,-76.9013,30.18,54,0,7.0,US,2022-01-30 03:13:11,clear sky
356,Pemex,18.4395,-96.3461,62.38,80,100,2.8,MX,2022-01-30 03:15:27,overcast clouds
357,Kaitangata,-46.2817,169.8464,56.8,96,100,3.89,NZ,2022-01-30 03:15:27,overcast clouds
358,Staryy Nadym,65.6118,72.6842,-9.17,95,85,9.89,RU,2022-01-30 03:15:28,overcast clouds
359,Ongandjera,-17.8833,15.0667,74.61,45,100,5.99,NA,2022-01-30 03:15:28,overcast clouds
360,Dwarka,22.2394,68.9678,67.86,63,0,5.99,IN,2022-01-30 03:15:28,clear sky
361,Cockburn Town,21.4612,-71.1419,77.36,73,0,14.45,TC,2022-01-30 03:15:29,clear sky
362,Tiznit,29.5833,-9.5,57.11,29,0,25.66,MA,2022-01-30 03:15:29,clear sky
363,Aromashevo,56.8602,68.6375,3.13,93,100,5.91,RU,2022-01-30 03:15:30,overcast clouds
364,Kieta,-6.2167,155.6333,79.5,88,100,8.32,PG,2022-01-30 03:11:59,overcast clouds
365,Camaqua,-30.8511,-51.8122,65.68,73,57,4.05,BR,2022-01-30 03:16:31,broken clouds
366,Yakeshi,49.2833,120.7333,-8.99,95,83,4.03,CN,2022-01-30 03:16:31,broken clouds
367,Rocha,-34.4833,-54.3333,62.17,89,1,6.85,UY,2022-01-30 03:16:31,clear sky
368,Hurricane,37.1753,-113.2899,50.34,34,89,5.53,US,2022-01-30 03:16:32,overcast clouds
369,Pahalgam,34.0333,75.3333,21.42,57,0,11.01,IN,2022-01-30 03:16:32,clear sky
370,Raudeberg,61.9875,5.1352,38.86,80,100,8.99,NO,2022-01-30 03:16:33,overcast clouds
371,Colesberg,-30.72,25.0972,68.36,29,75,6.11,ZA,2022-01-30 03:16:33,broken clouds
372,Vostok,46.4856,135.8833,-2.11,80,86,4.05,RU,2022-01-30 03:16:34,overcast clouds
373,Guerrero Negro,27.9769,-114.0611,61.75,60,7,10.27,MX,2022-01-30 03:16:34,clear sky
374,San Ramon,37.7799,-121.978,54.37,69,0,0.0,US,2022-01-30 03:16:35,clear sky
375,Nushki,29.5542,66.0215,52.63,47,5,3.02,PK,2022-01-30 03:16:35,clear sky
376,Kharp,66.8014,65.8081,-13.77,99,98,2.71,RU,2022-01-30 03:16:36,overcast clouds
377,Alexandria,31.2156,29.9553,51.6,73,39,10.04,EG,2022-01-30 03:16:37,scattered clouds
378,Liverpool,53.4106,-2.9779,44.1,78,35,5.01,GB,2022-01-30 03:15:12,scattered clouds
379,Terney,45.0503,136.6092,9.16,51,1,11.23,RU,2022-01-30 03:16:38,clear sky
380,Oussouye,12.485,-16.5469,71.78,54,81,10.85,SN,2022-01-30 03:16:39,broken clouds
381,Maraa,-1.8333,-65.3667,72.9,99,94,2.82,BR,2022-01-30 03:16:39,heavy intensity rain
382,Campos,-21.75,-41.3,73.69,97,100,6.49,BR,2022-01-30 03:16:41,light rain
383,Orcopampa,-15.2661,-72.3417,43.54,75,94,5.53,PE,2022-01-30 03:16:41,overcast clouds
384,Birchis,45.9667,22.1667,31.48,93,100,7.61,RO,2022-01-30 03:16:43,light snow
385,Kulhudhuffushi,6.6221,73.07,82.53,72,90,15.77,MV,2022-01-30 03:16:43,overcast clouds
386,Abu Dhabi,24.4667,54.3667,66.96,80,0,1.99,AE,2022-01-30 03:14:31,clear sky
387,Xixiang,35.1628,112.865,40.42,62,7,5.37,CN,2022-01-30 03:16:45,clear sky
388,Balkanabat,39.5108,54.3671,39.38,63,1,3.76,TM,2022-01-30 03:16:45,clear sky
389,Taunggyi,20.7833,97.0333,59.59,29,0,4.07,MM,2022-01-30 03:15:40,clear sky
390,Te Anau,-45.4167,167.7167,60.93,83,100,1.28,NZ,2022-01-30 03:13:11,overcast clouds
391,Wlodawa,51.55,23.55,39.51,81,97,22.15,PL,2022-01-30 03:16:46,overcast clouds
392,Horta,38.5333,-28.6333,58.14,75,89,12.3,PT,2022-01-30 03:16:47,overcast clouds
393,Elban,50.1018,136.5094,-10.66,94,98,4.12,RU,2022-01-30 03:16:47,overcast clouds
394,Boende,-0.2167,20.8667,69.78,70,100,2.33,CD,2022-01-30 03:16:48,overcast clouds
395,Santa Isabel Do Rio Negro,-0.4139,-65.0192,73.89,96,100,2.82,BR,2022-01-30 03:16:49,overcast clouds
396,Naze,28.3667,129.4833,57.27,78,99,16.13,JP,2022-01-30 03:12:07,overcast clouds
397,Menomonie,44.8755,-91.9193,19.36,79,96,5.75,US,2022-01-30 03:16:03,overcast clouds
398,Huambo,-12.7761,15.7392,58.91,98,100,1.68,AO,2022-01-30 03:16:49,overcast clouds
399,Lindi,-10.0,39.7167,71.56,97,92,2.62,TZ,2022-01-30 03:16:50,overcast clouds
400,Pacifica,37.6138,-122.4869,56.68,78,0,3.0,US,2022-01-30 03:13:47,clear sky
401,Basco,20.4487,121.9702,75.0,77,99,26.26,PH,2022-01-30 03:16:51,overcast clouds
402,Ardakan,32.31,54.0175,37.78,40,0,5.84,IR,2022-01-30 03:16:51,clear sky
403,Tuy Hoa,13.0833,109.3,77.7,78,79,5.03,VN,2022-01-30 03:16:52,broken clouds
404,Rio De Janeiro,-22.9028,-43.2075,75.9,67,75,8.05,BR,2022-01-30 03:16:03,light rain
405,Pakxan,18.3778,103.6601,83.01,50,42,3.8,LA,2022-01-30 03:16:53,scattered clouds
406,Isangel,-19.55,169.2667,82.51,83,100,6.91,VU,2022-01-30 03:16:53,heavy intensity rain
407,Naantali,60.4674,22.0243,34.07,100,100,12.66,FI,2022-01-30 03:16:54,snow
408,Nanortalik,60.1432,-45.2371,19.44,66,100,24.07,GL,2022-01-30 03:16:54,light snow
409,Alofi,-19.0595,-169.9187,84.09,74,100,8.05,NU,2022-01-30 03:16:55,overcast clouds
410,Boueni,-12.9025,45.0761,76.98,68,1,3.53,YT,2022-01-30 03:16:56,clear sky
411,Roald,62.5833,6.1333,41.05,81,75,21.85,NO,2022-01-30 03:15:43,broken clouds
412,Kindu,-2.95,25.95,71.13,88,100,2.28,CD,2022-01-30 03:16:56,overcast clouds
413,Okhotsk,59.3833,143.3,16.84,80,100,14.76,RU,2022-01-30 03:15:42,overcast clouds
414,Denpasar,-8.65,115.2167,85.71,79,75,10.36,ID,2022-01-30 03:17:13,broken clouds
415,Yerbogachen,61.2767,108.0108,-4.52,97,100,4.27,RU,2022-01-30 03:17:58,overcast clouds
416,Sembakung,3.8167,117.25,85.93,63,100,1.48,ID,2022-01-30 03:17:59,overcast clouds
417,Katsuura,35.1333,140.3,48.18,56,97,12.8,JP,2022-01-30 03:17:59,overcast clouds
418,Caravelas,-17.7125,-39.2481,77.59,85,43,9.1,BR,2022-01-30 03:14:30,scattered clouds
419,Barcelos,41.5388,-8.6151,50.85,55,1,6.02,PT,2022-01-30 03:18:00,clear sky
420,Lyaskelya,61.7667,31.0167,19.87,87,100,13.91,RU,2022-01-30 03:18:01,snow
421,Saint George,37.1041,-113.5841,52.27,23,0,5.99,US,2022-01-30 03:18:01,clear sky
422,Port-Cartier,50.0334,-66.8654,8.74,84,100,14.29,CA,2022-01-30 03:13:25,light snow
423,Dali,25.7,100.1833,49.62,41,0,1.77,CN,2022-01-30 03:18:02,clear sky
424,Iranshahr,27.2025,60.6848,52.14,58,0,4.61,IR,2022-01-30 03:18:02,clear sky
425,Kultuk,51.7208,103.6956,5.29,85,23,4.88,RU,2022-01-30 03:18:03,few clouds
426,Kenai,60.5544,-151.2583,23.14,86,100,0.0,US,2022-01-30 03:15:04,mist
427,Macomer,40.262,8.7699,45.43,96,14,4.32,IT,2022-01-30 03:18:04,few clouds
428,Deloraine,-41.5333,146.6667,80.15,32,3,4.23,AU,2022-01-30 03:13:52,clear sky
429,Suntar,62.1444,117.6319,-8.3,94,100,6.26,RU,2022-01-30 03:18:05,overcast clouds
430,Borogontsy,62.6683,131.1683,-22.72,93,59,1.1,RU,2022-01-30 03:18:05,broken clouds
431,San Ignacio,17.1561,-89.0714,64.54,94,75,9.22,BZ,2022-01-30 03:18:06,broken clouds
432,Kabelvag,68.2114,14.4817,29.53,71,100,2.64,NO,2022-01-30 03:18:07,overcast clouds
433,Avola,36.9113,15.1395,44.53,56,1,6.89,IT,2022-01-30 03:18:08,clear sky
434,Westport,41.1415,-73.3579,17.35,46,75,3.0,US,2022-01-30 03:18:08,broken clouds
435,Akashi,34.6333,134.9833,48.31,55,99,10.98,JP,2022-01-30 03:18:09,overcast clouds
436,Peniche,39.3558,-9.3811,55.92,45,58,9.01,PT,2022-01-30 03:18:09,broken clouds
437,Shizunai,42.3339,142.3669,22.48,53,98,23.64,JP,2022-01-30 03:18:10,overcast clouds
438,Borinskoye,52.4569,39.3713,25.93,97,100,7.99,RU,2022-01-30 03:18:10,overcast clouds
439,Puerto Carreno,6.189,-67.4859,80.58,57,0,4.61,CO,2022-01-30 03:18:11,clear sky
440,Pacific Grove,36.6177,-121.9166,56.3,66,0,1.99,US,2022-01-30 03:18:13,clear sky
441,Minab,27.1467,57.0801,54.9,75,0,3.78,IR,2022-01-30 03:18:13,clear sky
442,Brigantine,39.4101,-74.3646,17.87,56,0,18.41,US,2022-01-30 03:18:14,clear sky
443,Tarija,-21.5355,-64.7296,60.31,88,100,1.34,BO,2022-01-30 03:18:14,overcast clouds
444,Ixtapa,20.7,-105.2,74.43,73,0,3.44,MX,2022-01-30 03:18:15,clear sky
445,San-Pedro,4.7485,-6.6363,76.78,92,74,0.81,CI,2022-01-30 03:18:15,broken clouds
446,Eureka,40.8021,-124.1637,49.39,84,1,1.99,US,2022-01-30 03:18:15,clear sky
447,Estrela,-28.0611,-50.9383,54.54,98,56,3.31,BR,2022-01-30 03:18:16,broken clouds
448,Mandiana,10.6333,-8.6833,73.17,21,99,5.7,GN,2022-01-30 03:18:16,overcast clouds
449,Nioro,13.35,-15.75,72.54,33,82,10.07,GM,2022-01-30 03:18:17,broken clouds
450,Kaeo,-35.1,173.7833,74.32,67,86,12.01,NZ,2022-01-30 03:18:17,overcast clouds
451,Svetlyy,54.675,20.1347,41.05,81,100,35.48,RU,2022-01-30 03:18:18,overcast clouds
452,Labuhan,-6.8844,112.2051,84.9,69,95,4.68,ID,2022-01-30 03:18:18,overcast clouds
453,Kassala,15.451,36.4,63.3,71,0,7.76,SD,2022-01-30 03:18:18,clear sky
454,Darlowo,54.421,16.4107,39.63,69,95,44.07,PL,2022-01-30 03:18:19,overcast clouds
455,Quatre Cocos,-20.2078,57.7625,82.09,73,98,13.71,MU,2022-01-30 03:14:29,overcast clouds
456,Sao Felix Do Xingu,-6.6447,-51.995,70.47,97,100,1.25,BR,2022-01-30 03:18:20,light rain
457,Hailey,43.5196,-114.3153,19.26,63,0,6.91,US,2022-01-30 03:18:20,clear sky
458,Dakar,14.6937,-17.4441,69.93,78,0,18.41,SN,2022-01-30 03:18:21,clear sky
459,Pandamatenga,-18.5278,25.627,65.73,98,100,10.25,BW,2022-01-30 03:19:22,light rain
460,San Luis,-33.295,-66.3356,72.59,41,0,9.64,AR,2022-01-30 03:19:22,clear sky
461,Bayji,34.9311,43.487,44.53,71,11,3.83,IQ,2022-01-30 03:19:22,few clouds
462,Nemuro,43.3236,145.575,21.63,51,0,17.07,JP,2022-01-30 03:19:23,clear sky
463,Tanout,14.9709,8.8879,55.51,19,1,13.56,NE,2022-01-30 03:19:23,clear sky
464,Nhulunbuy,-12.2333,136.7667,79.41,89,40,12.66,AU,2022-01-30 03:19:24,light rain
465,Inhambane,-23.865,35.3833,77.18,66,100,6.44,MZ,2022-01-30 03:19:24,overcast clouds
466,Shingu,33.7333,135.9833,45.59,37,100,0.45,JP,2022-01-30 03:19:24,overcast clouds
467,Kamalpur,24.2,91.8333,57.0,51,0,1.1,IN,2022-01-30 03:19:25,clear sky
468,Villaviciosa,43.4813,-5.4357,49.96,94,71,5.66,ES,2022-01-30 03:19:26,broken clouds
469,Pontal Do Parana,-25.6533,-48.5128,75.72,93,100,5.23,BR,2022-01-30 03:19:26,overcast clouds
470,Chino Valley,34.7575,-112.4538,48.36,31,40,3.44,US,2022-01-30 03:19:27,scattered clouds
471,Alekseyevsk,57.8406,108.3492,-10.1,98,100,2.26,RU,2022-01-30 03:19:28,overcast clouds
472,Mto Wa Mbu,-3.35,35.85,68.32,91,100,1.86,TZ,2022-01-30 03:19:28,light rain
473,Constitucion,-35.3333,-72.4167,58.41,89,66,8.75,CL,2022-01-30 03:19:29,broken clouds
474,Luwingu,-10.2621,29.9271,60.58,97,99,4.41,ZM,2022-01-30 03:19:30,overcast clouds
475,Leland,34.2563,-78.0447,29.19,43,0,6.91,US,2022-01-30 03:16:35,clear sky
476,Tahta,26.7693,31.5021,45.64,61,0,5.73,EG,2022-01-30 03:19:32,clear sky
477,Cidreira,-30.1811,-50.2056,70.9,70,21,10.22,BR,2022-01-30 03:19:33,few clouds
478,Sakaraha,-22.9,44.5333,68.88,78,0,0.2,MG,2022-01-30 03:19:33,clear sky
479,Kefamenanu,-9.4467,124.4781,75.45,87,100,7.49,ID,2022-01-30 03:19:34,overcast clouds
480,Zhangjiakou,40.81,114.8794,23.81,41,52,2.98,CN,2022-01-30 03:17:47,light snow
481,Madimba,-10.4,40.3333,75.15,91,86,6.64,TZ,2022-01-30 03:19:34,moderate rain
482,Tura,25.5198,90.2201,61.34,46,0,1.3,IN,2022-01-30 03:19:35,clear sky
483,Poum,-20.2333,164.0167,81.72,77,100,9.04,NC,2022-01-30 03:19:35,overcast clouds
484,Malakal,9.5334,31.6605,69.31,20,12,7.4,SS,2022-01-30 03:19:36,few clouds
485,Shitanjing,39.2342,106.3439,13.64,36,0,32.68,CN,2022-01-30 03:19:36,clear sky
486,Rabo De Peixe,37.8,-25.5833,56.71,93,40,8.05,PT,2022-01-30 03:19:37,scattered clouds
487,Sitia,35.2,26.0986,51.98,81,99,8.39,GR,2022-01-30 03:19:37,overcast clouds
488,Ankazoabo,-22.2833,44.5167,69.46,77,0,5.12,MG,2022-01-30 03:19:38,clear sky
489,Lashio,22.9333,97.75,60.49,51,0,1.28,MM,2022-01-30 03:19:39,clear sky
490,Baghdad,33.3406,44.4009,37.31,75,7,8.05,IQ,2022-01-30 03:19:42,clear sky
491,Rafaela,-31.2503,-61.4867,72.0,64,0,6.35,AR,2022-01-30 03:19:42,clear sky
492,Korla,41.7597,86.1469,24.91,49,100,5.61,CN,2022-01-30 03:19:43,overcast clouds
493,Ylivieska,64.0833,24.55,28.31,94,100,7.09,FI,2022-01-30 03:19:43,overcast clouds
494,Inirida,3.8653,-67.9239,74.73,61,52,2.75,CO,2022-01-30 03:19:43,broken clouds
495,Atasu,48.6814,71.6433,18.46,95,100,13.4,KZ,2022-01-30 03:19:44,light snow
496,Wad Rawah,15.1603,33.1397,61.47,17,1,12.68,SD,2022-01-30 03:19:44,clear sky
497,Anadyr,64.75,177.4833,-8.9,84,20,0.0,RU,2022-01-30 03:19:45,mist
498,Tautira,-17.7333,-149.15,80.62,74,39,8.79,PF,2022-01-30 03:19:46,light rain
499,Warrnambool,-38.3833,142.4833,76.8,83,99,11.54,AU,2022-01-30 03:19:47,overcast clouds
500,Atar,20.5169,-13.0499,71.74,24,99,6.46,MR,2022-01-30 03:19:47,overcast clouds
501,Noumea,-22.2763,166.4572,87.78,99,37,14.14,NC,2022-01-30 03:19:48,scattered clouds
502,Skjervoy,70.0311,20.9714,28.09,64,70,2.17,NO,2022-01-30 03:19:48,light snow
503,Bubaque,11.2833,-15.8333,78.21,59,40,12.26,GW,2022-01-30 03:19:49,scattered clouds
504,Vila Franca Do Campo,37.7167,-25.4333,57.61,69,78,10.47,PT,2022-01-30 03:20:49,broken clouds
505,Lichinga,-13.3128,35.2406,60.89,100,20,6.91,MZ,2022-01-30 03:20:50,fog
506,Beder,56.0602,10.2118,43.36,72,32,39.1,DK,2022-01-30 03:20:50,scattered clouds
507,Cabedelo,-6.9811,-34.8339,77.67,80,100,9.73,BR,2022-01-30 03:20:51,overcast clouds
508,Hambantota,6.1241,81.1185,80.62,76,7,8.25,LK,2022-01-30 03:20:51,clear sky
509,Formigine,44.573,10.847,46.0,81,62,4.61,IT,2022-01-30 03:20:52,broken clouds
510,Puerto Colombia,10.9878,-74.9547,78.89,76,49,19.95,CO,2022-01-30 03:20:52,scattered clouds
511,Sillod,20.3,75.65,56.8,27,4,1.39,IN,2022-01-30 03:20:53,clear sky
512,Mponela,-13.5319,33.7401,61.74,99,84,1.74,MW,2022-01-30 03:20:53,moderate rain
513,Comodoro Rivadavia,-45.8667,-67.5,66.06,37,0,20.71,AR,2022-01-30 03:20:53,clear sky
514,Sumter,28.7086,-82.0831,42.26,53,0,7.72,US,2022-01-30 03:20:54,clear sky
515,Lavrentiya,65.5833,-171.0,-3.44,87,2,3.38,RU,2022-01-30 03:20:54,clear sky
516,Azare,11.6765,10.1948,57.42,18,100,8.97,NG,2022-01-30 03:20:55,overcast clouds
517,Sandwick,60.0,-1.25,39.02,65,100,21.85,GB,2022-01-30 03:20:55,overcast clouds
518,Tornio,65.8481,24.1466,17.62,88,97,14.18,FI,2022-01-30 03:20:55,overcast clouds
519,Cartagena,10.3997,-75.5144,76.62,83,0,6.91,CO,2022-01-30 03:19:05,clear sky
520,Pangai,-19.8,-174.35,82.54,74,100,10.13,TO,2022-01-30 03:16:36,overcast clouds
521,Bay Roberts,47.5999,-53.2648,45.05,87,100,13.0,CA,2022-01-30 03:20:56,heavy intensity rain
522,Gallup,35.5281,-108.7426,31.01,44,0,1.99,US,2022-01-30 03:20:56,clear sky
523,Hovd,48.0056,91.6419,-10.91,80,37,1.39,MN,2022-01-30 03:20:57,scattered clouds
524,San Bartolome De Tirajana,27.9248,-15.5733,50.32,57,0,4.61,ES,2022-01-30 03:20:57,haze
